,阅读量,回复量,新闻,日期
1417,126,0,加仓干，下午翻红,12-09 12:50
1418,354,3,个人感觉23.9左右收盘,12-09 12:50
1419,124,0,留下的发财,12-09 12:50
1420,258,1,小散能跑的快跑！今天史无前例的一根！就算神仙来了也解救不了你们……狗托！还,12-09 12:47
1421,151,0,主力出货了，高位站岗的朋友割了吧，要调个四五天的,12-09 12:46
1422,368,2,难道23对老白来说是个坎吗？又要等下次回调？？？,12-09 12:45
1423,146,0,老白干下午有惊喜,12-09 12:44
1424,211,2,明天还有新高,12-09 12:41
1425,228,2,看散户说话还是挺有意思的，风吹草动就担惊受怕,12-09 12:41
1426,224,0,开始跳水了,12-09 12:38
1427,157,0,下午如果翻红，明天还有戏，不然双顶形态形成一落千丈。,12-09 12:38
1428,190,0,卖了卖了,12-09 12:35
1429,17592,8,白酒持续走强或开启跨年行情 拜登发声疫苗又迎重大利好,12-09 12:35
1430,139,0,一万年太久只争朝夕！这个钱很快会回来的。股价站稳30，指日可待。[微笑],12-09 12:33
1431,128,0,今天收绿，明天大概率继续跌，后天还会跌,12-09 12:31
1432,120,0,下午完了，哈哈，早上我就跑了！真刺激！,12-09 12:31
1433,131,0,22元太便宜，不上50涨不停。,12-09 12:31
1434,142,0,今天收绿，明天大概率继续跌，后天还会跌,12-09 12:30
1435,129,0,一只蝴蝶,12-09 12:29
1436,185,2,银行证券保险又要起来了，白酒今天没戏了,12-09 12:28
1437,176,1,完了，把历史都搬出来了，上次回调也是酱香,12-09 12:27
1438,188,1,又是昨天的套路，下午涨停,12-09 12:24
1439,259,2,个人感觉现在股吧年龄层降低很多，平均年龄甚至应该在25岁，远离年轻人才能多赚钱，,12-09 12:21
1440,171,1,完JB犊子了，快点跑,12-09 12:19
1441,134,0,短期头部？,12-09 12:18
1442,281,1,错了错了，是28.9左右,12-09 12:12
1443,143,0,破酒注定就是破酒，这次又要和上次上次，一下打到解放前，亏的裤子都没的穿,12-09 12:10
1444,115,0,今天休息休息，收个小阴线，明天继续新高,12-09 12:10
1445,134,0,这股又设局了，每次都这样,12-09 12:04
1446,326,2,白酒是跨年行情的品种 不要畏惧调整 逢低继续加仓 白酒会涨到你怀疑人生,12-09 11:58
1447,148,0,33.75等你,12-09 11:56
1448,591,0,老白干洗盘确实厉害,12-09 11:54
1449,117,0,我跑了，明天涨停,12-09 11:52
1450,205,0,二线白酒龙头，我都喝老白干，口感一流,12-09 11:51
1451,1102,15,筹码峰出现了！大家懂得！我实在是没钱加仓了！！！,12-09 11:51
1452,189,1,废了,12-09 11:50
1453,149,0,双头形成必下跌,12-09 11:50
1454,234,2,远离高估的酒股,12-09 11:46
1455,182,0,向证监会举报中金公司，扰乱市场经济，胡说八道，贪污腐败分子,12-09 11:45
1456,12940,5,消费升级兑现，食品饮料表现强劲，看好头部白酒龙头！,12-09 11:38
1457,193,0,头晕脑一热买进来。在山顶被套死,12-09 11:37
1458,144,0,们抛吧，买棺材吧,12-09 11:36
1459,211,3,还在半山腰，三百亿市值等你,12-09 11:36
1460,196,1,哎，被昨天的炸板吓到了，尾盘跑了，今天进了一半煤炭，一半冷链,12-09 11:35
1461,181,0,下午哪个白酒先带头拉涨,12-09 11:33
1462,148,0,已卖,12-09 11:32
1463,165,1,茅台起飞了，你咋看不见呢,12-09 11:29
1464,169,0,买啥跌啥,12-09 11:27
1465,142,0,今天喝了老白干，壮胆买点，需望能赚点小钱。,12-09 11:27
1466,132,0,23.23.23.23,12-09 11:25
1467,186,1,酒当黄金了！多培养一些酒鬼股价支撑更大！,12-09 11:25
1468,176,0,温水煮青蛙,12-09 11:23
1469,182,0,白酒跌，大盘跪，防御板，不可破，不懂闭嘴,12-09 11:21
1470,178,0,的，出货太厉害了，马上2个亿,12-09 11:20
1471,463,5,23.5下车，准备上车。[微笑],12-09 11:20
1472,169,0,反正坚定看好，不到350亿不走,12-09 11:19
1473,115,0,给老子当男人硬气来啊,12-09 11:18
1474,128,0,无法预知明天，才是最精彩的地方,12-09 11:17
1475,133,0,无酒不成宴，每天干一杯，好酒好酒,12-09 11:17
1476,161,0,真刺激,12-09 11:16
1477,139,0,强劲牛股,12-09 11:13
1478,154,0,真正龙头创新高,12-09 11:13
1479,182,0,又要调整了，20元或者19.47元的调整目标，不要指望天天涨停，这一波33%了,12-09 11:11
1480,138,0,机构在狂低吸。蓄势！,12-09 11:10
1481,501,15,第一次炒股。不相信自己亏了几十块好心疼啊[哭],12-09 11:10
1482,150,0,茅台从7月份至今调整，横盘震荡5个月了，该上涨了,12-09 11:09
1483,129,0,观察发现和茅台走势一样,12-09 11:09
1484,124,0,加仓,12-09 11:09
1485,112,0,耒亲亲,12-09 11:08
1486,163,1,一地鸡毛，拉高出货,12-09 11:08
1487,259,2,个人感觉现在股吧年龄层降低很多，平均年龄甚至应该在25岁，远离年轻人才能多赚钱，,12-09 12:21
1488,261,2,哈哈，又套一批散户，我就知道拉高出货了，应为早上低开一下子来个火箭肯定要出货了，,12-09 11:29
1489,116,1,年底零售业业绩激增！机构看好！,12-09 11:20
1490,113,0,还不跑啊韭菜们，这货反抽到位，下午套一批，韭菜们自求多福吧[大笑],12-09 11:07
1491,1749,5,老白干三天两版 异动公告随之而来 大家还是小心点为上 不要追高了,12-09 11:06
1492,147,0,奶奶个腿儿，又来虚晃一枪,12-09 11:06
1493,115,0,最高点接盘牛逼,12-09 11:06
1494,148,0,顶背离了,12-09 11:05
1495,733,4,突破历史高点获利盘出逃离5日线有点远有回踩需要就看今天老白干的强势如何希望最低不,12-09 11:05
1496,126,0,今天和昨天走势一样啊。尾盘红!,12-09 11:05
1497,130,0,能不能干点人事,12-09 11:04
1498,125,0,庄稼抛，柚子接。柚子抛，散户接。[想一下]股市没有新鲜事。,12-09 11:02
1499,110,0,向红星二锅头学习,12-09 11:02
1500,120,0,年底年货集中采购，大宗交易，酿酒行业业绩激增！,12-09 11:01
1501,129,0,这一波操作还可以，留下的兄弟，发财，等到20，再来槽底,12-09 11:00
1502,92,0,该卖了,12-09 11:00
1503,118,0,洗的差不多了这个点主力你该发力了,12-09 11:00
1504,137,0,23.2跑了[大笑],12-09 10:59
1505,127,0,大豪科技天天涨停,12-09 10:59
1506,140,0,601011今天能涨停吗,12-09 10:58
1507,105,0,又在山上,12-09 10:58
1508,121,0,出去了8个亿,12-09 10:57
1509,121,0,大豪科技都带不动你了,12-09 10:57
1510,108,0,全在唱多，还敢买？能不跌？,12-09 10:57
1511,119,0,M头来了.清仓过年了,12-09 10:56
1512,215,2,牛股，,12-09 10:56
1513,145,1,我有获利了结了你可以跌停喽,12-09 10:55
1514,122,0,老白干老白干，追进老白干，今年又白干,12-09 10:55
1515,114,0,每次都是外资砸盘，吐了,12-09 10:54
1516,76,0,你要成为以后茅台第二,12-09 10:52
1517,139,0,老白干--杨白劳，名字不好，注定火不起来,12-09 10:52
1518,150,0,说跌停的真是纯煞币，可能吗？白酒股能轻易跌停？怪不得你亏呢，真是狗,12-09 10:51
1519,282,4,2个点跑了绝不吃最后一口已买入厦门银行了[鼓掌],12-09 10:51
1520,148,1,13的本。任你涨跌，看好60,12-09 10:51
1521,118,0,管理层的话还是要听的，今天最好翻绿收盘。,12-09 10:51
1522,187,1,翻红吧大哥,12-09 10:50
1523,125,0,刀口舔血的日子，放过自己吧,12-09 10:50
1524,129,0,23不知道钉站岗多久,12-09 10:48
1525,120,0,快点跌停我求你了,12-09 10:48
1526,102,0,巴拿马万国博览会金奖,12-09 10:48
1527,129,0,追高了，我23的本,12-09 10:47
1528,107,0,永远赚自己认知内的钱。不贪心。不被套。积少成多。,12-09 10:46
1529,134,0,17块9进的，今天全出了，祝留下的发财，我等下一次波段再来,12-09 10:45
1530,26198,15,大盘缩量回踩3400点大关，调整还需多久？（12.08）,12-09 10:45
1531,115,0,买买买,12-09 10:45
1532,125,0,老百姓心里知道几斤几两,12-09 10:44
1533,152,0,干青青[鼓掌],12-09 10:44
1534,214,1,以后的茅台,12-09 10:44
1535,148,0,巨量滞涨。厉害。。,12-09 10:44
1536,254,1,明天长得概率非常大！,12-09 10:43
1537,122,0,追在了23.5,12-09 10:43
1538,290,2,明天危了，都是对倒盘，拉高出货。,12-09 10:43
1539,153,1,今天23.4买的，难道买到山顶了[大哭][大哭],12-09 10:42
1540,413,4,我感觉我要被套了,12-09 10:40
1541,94,0,低价优质白酒不多了，这就是稀缺，……,12-09 10:39
1542,177,1,还好23.5跑路了,12-09 10:39
1543,130,0,完了，明天跌停,12-09 10:39
1544,129,0,洗洗更健康。行稳致远是王道！,12-09 10:38
1545,130,0,不就是下一张催告函，何必紧张,12-09 10:38
1546,130,0,今天应该收红1个多点,12-09 10:38
1547,264,1,昨天主力进来的4个亿已经成功跑了,12-09 10:38
1548,171,0,大家去天际瞧瞧，新龙头，下午涨停[大笑],12-09 10:36
1549,131,0,跌下来是机会，进10000股,12-09 10:36
1550,113,0,沪股通在砸盘,12-09 10:35
1551,125,0,酿酒板块，永远涨，我大A特点,12-09 10:35
1552,104,0,白酒开始了吗？？？,12-09 10:35
1553,121,0,今天上不去，就会大跌,12-09 10:34
1554,149,0,上不去了，在22-23之间要震荡了，先撤退回到20再考虑,12-09 10:34
1555,152,0,头疼,12-09 10:34
1556,130,0,强烈清洗,12-09 10:33
1557,258,1,牛！明天还是龙头！,12-09 10:33
1558,119,0,升降机,12-09 10:33
1559,161,0,该跑跑，别贪了，一天进巨量资金第二天基本都是拉高出货。,12-09 10:33
1560,129,0,今天还是要涨停的！,12-09 10:31
1561,128,0,全是专用机构，大散们！,12-09 10:31
1562,122,0,各主力疯狂掩护出货[微笑][微笑],12-09 10:31
1563,782,1,白酒领军企业，业绩增速明显，低估值，2亿资金抢筹。,12-09 10:43
1564,149,1,杀猪盘再现,12-09 10:31
1565,133,0,机构今天进来很多钱，不会亏钱就跑滴，怂什么，就是干!,12-09 10:30
1566,316,1,同志们！喝酒吃药行情该轮到吃药了！酒请不要喝的太醉！迷煳了头脑！焦头烂额！吃药的,12-09 10:30
1567,134,0,这要涨就涨要跌就跌老子满仓没仓位做t看到你这样的曲线眼红要是做t现在也有盈利,12-09 10:30
1568,121,0,妖王的诞生！,12-09 10:28
1569,158,0,半小时换上10%，高得吓人,12-09 10:28
1570,201,0,开始调整，上次调整8天，本次10天,12-09 10:27
1571,140,0,酿酒集体抱团看涨！,12-09 10:26
1572,140,0,都跑了，今天估计会一片骂声，流出的太多了,12-09 10:26
1573,290,2,今天追的全部活埋,12-09 10:26
1574,140,0,今天-5见，别上当，今天出货,12-09 10:26
1575,136,0,我获利了结了，你可以跌停喽,12-09 10:26
1576,136,0,上涨的股，买错的机会只有一次。下降的股，买错的机会只有一次。怕什么就是干！,12-09 10:26
1577,171,1,洗出去不坚定的，机构好涨价！,12-09 10:25
1578,131,0,我真是厉害追涨杀跌的高手,12-09 10:25
1579,162,1,最佳买点,12-09 10:25
1580,123,0,满仓干。还要涨吗？,12-09 10:24
1581,98,0,卖在最低点了,12-09 10:24
1582,110,0,厉害啊这砸盘军可以,12-09 10:23
1583,1050,0,（退市长油33个涨停）退市才会有数倍暴利！,12-09 10:23
1584,116,0,每年年底都会有一只妖王诞生，今年就是老白干!!,12-09 10:22
1585,165,1,酿酒板块集体涨！,12-09 10:22
1586,374,3,什么时候会巨量下挫调整？,12-09 10:22
1587,127,0,大盘明天跌回3370,12-09 10:22
1588,157,1,我又追高了,12-09 10:21
1589,107,0,喝了吐，吐了继续喝,12-09 10:21
1590,186,1,满仓就是干！,12-09 10:20
1591,117,0,Otto！,12-09 10:20
1592,113,0,13元的本，等你到60,12-09 10:20
1593,128,0,开始割韭菜了[大笑][大笑][大笑],12-09 10:19
1594,169,0,操，T高了,12-09 10:19
1595,149,0,幸好金种子和老白干一拉升就跑路，不然死惨[发呆],12-09 10:17
1596,116,0,水下低吸了3成仓哈哈哈哈哈,12-09 10:17
1597,130,0,涨的慢，跌的快,12-09 10:17
1598,144,0,老白干起飞！,12-09 10:16
1599,130,0,现在可以进吗？,12-09 10:16
1600,102,0,水下低吸，哈哈,12-09 10:16
1601,130,0,在洗盘，别被骗了,12-09 10:16
1602,183,1,19块多出了不敢进了,12-09 10:16
1603,275,2,对敲,12-09 10:16
1604,121,0,我又追高了,12-09 10:16
1605,214,1,舍得小短腿跑的比谁都快，牛,12-09 10:15
1606,137,0,凉凉上不去下来吧,12-09 10:15
1607,120,0,买了一点，咱也尝一尝白酒的味道,12-09 10:15
1608,141,0,赶紧跑吧，周五下午再进场。,12-09 10:14
1609,156,0,出货,12-09 10:14
1610,115,0,凉凉上不去下来吧,12-09 10:14
1611,133,0,昨天一片看多，都发酒疯了。这就是大多数人亏损的原因。,12-09 10:14
1612,143,0,这就是机构，有散户进就出货，没散户就继续拉,12-09 10:13
1613,132,0,今天跌停毫无疑问了，哈哈，看你们还喝酒发疯,12-09 10:13
1614,137,0,今天要白干了。。。,12-09 10:13
1615,133,0,都叫跑了没人听[好困惑],12-09 10:13
1616,142,0,差不多了，该割韭菜了！,12-09 10:12
1617,121,0,今天跌停别看了,12-09 10:12
1618,148,0,出货,12-09 10:12
1619,126,0,好险，差点被埋,12-09 10:12
1620,116,0,刚刚没卖绿的那么可怕,12-09 10:11
1621,129,0,完了！又崩了,12-09 10:11
1622,122,0,这个股上下大了,12-09 10:11
1623,114,0,要调整几个月了,12-09 10:11
1624,124,0,说不定今天涨停哦！,12-09 10:10
1625,121,0,真tm谢谢你们了，天天在这里吹吹吹，什么好票都给你搞没了,12-09 10:10
1626,126,0,真tm谢谢你们了，天天在这里吹吹吹，什么好票都给你搞没了,12-09 10:10
1627,108,0,后悔啊17块的时候我没买,12-09 10:10
1628,143,0,第二个金徽酒，A股里仅剩下唯一的优质白酒，稀缺，稀缺……,12-09 10:10
1629,158,0,这一波，是出货波，哈哈,12-09 10:10
1630,128,0,果然白干了[微笑],12-09 10:10
1631,162,0,买入啊散户们多好的机会啊！,12-09 10:09
1632,146,0,跌倒16我就进,12-09 10:09
1633,144,0,又开始一大波回调，完蛋了,12-09 10:09
1634,175,1,融资加仓！！！！,12-09 10:08
1635,168,1,老白干不上头!,12-09 10:08
1636,225,1,我刚才被骗了半成仓！！！！,12-09 10:07
1637,136,0,买回来低了就买，绝对上去这个走势，白酒,12-09 10:06
1638,117,0,酿酒板块集体涨！,12-09 10:04
1639,161,0,学舍得酒，一路高歌,12-09 10:03
1640,177,0,还要涨,12-09 10:03
1641,177,0,已在最高点在清仓了，喝点酒庆祝[赚了一点],12-09 10:03
1642,206,1,ST昌九被返利网借壳,12-09 10:27
1643,164,1,洗洗更健康，散户洗出去好涨！,12-09 10:24
1644,267,3,天量啊……小心大家,12-09 10:23
1645,188,1,做T,12-09 10:16
1646,143,1,太猛了，减一点,12-09 10:15
1647,119,1,不要怕，就是干！！！！,12-09 10:15
1648,201,3,酿酒板块集体看涨！！！,12-09 10:13
1649,152,1,开心不(^^),12-09 10:08
1650,234,1,挂了24块，看能不能卖掉咯。[偷笑],12-09 10:08
1651,177,0,还要涨,12-09 10:03
1652,177,0,已在最高点在清仓了，喝点酒庆祝[赚了一点],12-09 10:03
1653,182,0,老白以为是酒鬼酒啊，说涨几倍就涨几倍？,12-09 10:02
1654,151,0,小白加油你已经创新高，前面没有可用阻挡你前进了,12-09 10:01
1655,173,0,老白干大意了，不知道明天怎么样,12-09 10:01
1656,306,2,10175727万手什么意思？,12-09 10:00
1657,154,0,老哥们满仓干了,12-09 09:59
1658,148,0,收盘大跌，明天跌停,12-09 09:59
1659,240,1,开始闷杀了,12-09 09:58
1660,165,0,快出老白干否则会白干了，抄天汽模待反攻[想一下],12-09 09:57
1661,144,0,操作失误应该买煤电啊,12-09 09:57
1662,165,0,现在不加仓SSSAAAA,12-09 09:57
1663,192,0,跑了,12-09 09:57
1664,156,0,反弹到位，可以调整了,12-09 09:57
1665,145,0,今天发套套了，小散快跑,12-09 09:56
1666,163,0,守住兄弟们别被洗出去了,12-09 09:56
1667,158,0,冲！不要怂！,12-09 09:55
1668,154,0,20年底妖王！！！,12-09 09:54
1669,149,0,跑了跑了吓人,12-09 09:53
1670,145,0,震荡，散户吓跑了！,12-09 09:53
1671,197,0,今天进来的人胆子不小,12-09 09:53
1672,176,0,早了,12-09 09:52
1673,168,0,主力头也不回的抛,12-09 09:51
1674,131,0,机构又进了好多钱！！！！,12-09 09:51
1675,84,0,赶紧强,12-09 09:51
1676,125,0,17的时候没进[哭],12-09 09:50
1677,173,0,跑了,12-09 09:48
1678,173,1,每年年底都会有一只妖王！20年是老白干！,12-09 09:48
1679,754,1,白酒和三大金融是一家人。先拉高白酒，再拉高指数金融，然后慢慢高位派发白酒。反复又,12-09 09:47
1680,159,0,年底妖王！！！,12-09 09:46
1681,129,0,炸了板了？,12-09 09:46
1682,172,0,上方没有套牢盘，大胆进！拿稳坐好，静待。[微笑],12-09 09:45
1683,168,0,我刚才被吓了半成仓，现在加回来了！,12-09 09:45
1684,162,0,洗秃噜皮了,12-09 09:44
1685,209,1,加仓！没时间解释了！,12-09 09:44
1686,144,1,加仓！！！！！,12-09 09:43
1687,175,1,冲,12-09 09:43
1688,88,0,妖王诞生！,12-09 09:43
1689,136,1,来啊@！！！,12-09 09:42
1690,162,0,跌停板的节奏,12-09 09:42
1691,148,0,五日主力净买白酒149亿,12-09 09:40
1692,138,0,妖王诞生！,12-09 09:39
1693,127,0,再买进来  md,12-09 09:38
1694,240,1,该走了,12-09 09:38
1695,165,0,请教大家今天怎么看,12-09 09:37
1696,608,0,老白干今天离场！,12-09 09:37
1697,219,1,去你马的，拿到春节前,12-09 09:37
1698,200,0,看了老白干好久，高开的老白干不会有啥好事，相反低开的。,12-09 09:36
1699,155,0,回踩动作,12-09 09:36
1700,180,1,50可期,12-09 09:36
1701,130,0,我被洗了半成！！！,12-09 09:36
1702,185,0,16块补仓的我乐开花了[兴奋][兴奋][兴奋],12-09 09:35
1703,133,0,加仓！,12-09 09:35
1704,195,0,最早的时候、就喊大家上车、此股严重低估、名酒、武陵、老白干、难道只值这么点？问问,12-09 09:34
1705,174,0,一柱擎天,12-09 09:34
1706,168,0,开始闷杀了,12-09 09:33
1707,165,0,干干干,12-09 09:32
1708,145,0,赶快上车,12-09 09:32
1709,182,0,老白干昨天我真的意难平，预测对了结果提前给卖了，后悔死,12-09 09:31
1710,193,1,冲高卖出,12-09 09:31
1711,245,1,拿好了兄弟们，别被甩下车了！,12-09 09:29
1712,156,0,这就是震慑的威力吗？,12-09 09:29
1713,148,0,差不多了撤退,12-09 09:28
1714,173,0,加仓好机会,12-09 09:28
1715,145,0,平开是最好的了，兄弟们抄家伙，上！,12-09 09:27
1716,206,0,高处不胜寒,12-09 09:23
1717,712,10,白酒迟早要崩，到时候千股跌停,12-09 09:22
1718,420,4,年少不知精（酒精）值贵，老来望币空流泪。凡被爆炒过的股票都是很危险的，我是不会买,12-09 09:16
1719,170,0,白酒版块继续主升了,12-09 09:15
1720,412,0,"金徽酒/老白干，早盘低开低吸,滚动操作",12-09 09:22
1721,189,0,此票一涨各种牛鬼大神就出来了。蹭热度。,12-09 09:14
1722,281,1,游资22.65买入，多少钱就跑呢？抓不好卖点，照样赔,12-09 09:13
1723,162,0,今天能涨停吗？,12-09 09:13
1724,243,0,买 广誉远  一手就行，1480元（100股）然后第二天可以领2瓶酒,12-09 09:12
1725,272,1,有股的先持股再说，没有的低吸。,12-09 09:11
1726,215,0,差不多了！,12-09 09:03
1727,308,0,今日重点关注：金微酒$金徽酒(SH603919)$,12-09 09:01
1728,229,0,目前这货就北向疯狂炒作,12-09 08:59
1729,196,0,以后只喝武陵酒,12-09 08:58
1730,1596,0,早评：机构调高评级，这个方向还要大涨？,12-09 08:56
1731,395,3,为啥老白干从来不出龙虎榜呀,12-09 08:52
1732,291,0,北上资金买入9亿。但北上资金打一枪换一个地方，拉高很快就跑，散户跑不叠就被套牢,12-09 08:51
1733,3725,6,热烈祝贺老白干达到200亿市值,12-09 08:50
1734,279,1,要崩了,12-09 08:46
1735,226,0,一直没收到关注函，说明白酒是真爱！,12-09 08:36
1736,347,1,刚突破历史高点也许会有个回踩动作？,12-09 08:36
1737,397,7,明天跌停。,12-09 08:36
1738,243,0,华正新材，高瑞高强之王冠！,12-09 08:29
1739,501,15,韭菜们快接盘,12-09 08:26
1740,3112,30,明天操作计划，把郑煤机清仓，再补仓老白干，大豪继续挂单排队，然后继续睡觉，理由是,12-09 08:16
1741,4451,17,抓紧跑步买入，年底价格看高一线：50元！！明年五月份80元，明年底148元，抓紧,12-09 08:09
1742,250,0,外资继续加仓干[大笑][大笑][大笑],12-09 07:59
1743,251,0,《醉生梦死》年少不知茅台香，错把科技加满仓，年少不知白酒好，错把医药当成宝，年少,12-09 07:59
1744,159,0,转发,12-09 07:51
1745,192,0,喝酒的都疯了。创业板的今天就是酿酒板块的明天。,12-09 07:44
1746,14794,3,今日复盘及主力意图研判？（12.08）,12-09 07:41
1747,189,1,资金都去中药股了！,12-09 07:37
1748,2893,4,从盘面看，Asking进来了，后市看涨！明天方新侠、徐晓、章盟主、宁波桑田路。杭,12-09 07:22
1749,239,0,今天危了，唱多的人太多了,12-09 07:10
1750,223,0,没有最高，只有更高，每一次震仓都是买入机会！,12-09 07:05
1751,3733,1,老白干酒，这三天白酒龙头，三天二板，ST舍得，这二天连续一字板，太强了。大豪科技,12-09 07:03
1752,178,0,闪崩马上开始,12-09 07:01
1753,159,0,今天低开给个机上车呗,12-09 06:36
1754,183,1,大A难道除了酒就没有可买的板块,12-09 06:14
1755,165,0,白酒板块牛市,12-09 05:57
1756,434,7,我现在就好后悔昨天把你卖了,12-09 05:52
1757,153,0,股市大涨现实生活中卖酒的倒闭一家跟着一家,12-09 04:59
1758,252,0,老白干酒12月08日获沪股通增持322.78万股,12-09 03:17
1759,255,2,最后12分钟什么鬼,12-09 02:48
1760,3246,6,老白干1915中国四瓶高端白酒之一早在100多年前的1915年，在美国旧金山举办,12-09 02:11
1761,242,2,双头俯冲,12-09 02:04
1762,142,0,今日大跌五个点,12-09 01:52
1763,219,3,有没有人可以回一下，为什么我这么倒霉30万就没，买什么什么跌。卖什么什么涨。如果,12-09 01:49
1764,130,0,开始拉高出货了啊,12-09 01:44
1765,300,0,盘中主要热点题材1、新能源汽车新能源车：天龙股份、悦达投资、郑煤机、江淮汽车、通,12-09 01:30
1766,158,0,仁东控股已经被查。。。各位耗子尾汁吧,12-09 01:30
1767,163,0,年底了各基金要冲排名了！,12-09 01:29
1768,116,0,今天会是什么情况？,12-09 01:23
1769,397,6,今天涨停的话 明天也是一样的 稳住 向23看,12-09 01:11
1770,1518,7,大家谈谈星期一老白的去留问题 没有买老白干就不要进来了,12-09 01:11
1771,121,0,转发,12-09 00:47
1772,98,0,复盘不易，转发学习为主，低吸勿追高！,12-09 00:47
1773,232,1,老白干都不配上个龙虎榜吗？,12-09 00:47
1774,394,2,18.10抄底成功，投了八万多。现在香饽饽，明早开盘就卖。不贪多。,12-09 00:38
1775,110,0,哈哈哈哈哈哈哈哈，哈哈哈，今年很少的赚钱股，拿住不放,12-09 00:34
1776,12172,16,"弘缠院：A股最强的""信仰""？",12-09 00:20
1777,123,0,明天怎么走？,12-09 00:06
1778,118,0,白酒板块的估值比珠穆朗玛峰还要高,12-08 23:58
1779,153,1,先知先觉先吃肉，后知后觉没汤喝,12-08 23:57
1780,121,0,发公告就不好[哭]完了明天看谁跑的快,12-08 23:55
1781,110,0,要加速了吗？,12-08 23:54
1782,107,0,明天冲高就跑，别被主力埋了。,12-08 23:54
1783,544,3,什么叫成长空间？武陵酒成就老白干的成长空间,12-08 23:46
1784,162,0,跨年妖[大笑][大笑][大笑],12-08 23:26
1785,224,3,日线顶背离,12-09 02:35
1786,4893,5,老白干酒：酿酒；公司自15年完成混改之后，并购目前也已经完成，无论从经营层面还是,12-08 23:41
1787,173,0,热点酿酒：金徽酒、青青稞酒、老白干酒、金枫酒业,12-08 23:22
1788,164,1,给楼主点赞[赞][赞],12-08 23:21
1789,198,1,初见日线MacD顶背离,12-08 23:19
1790,186,1,今天早上涨1.8个点全出了！,12-08 23:19
1791,161,0,老大陪在身后就是硬气，牛的一批,12-08 23:08
1792,171,0,刚卖就涨了20多个点！好伤心[哭],12-08 22:58
1793,144,0,醉了醉了醉了,12-08 22:58
1794,211,0,历经多少朝代，仍旧是白酒飘香，证明，A股最具投资价值依然是白酒！不然芯片的大豪为,12-08 22:53
1795,195,0,明天是涨还是跌呢大家有什么看法,12-08 22:51
1796,36569,5,12.8 尾盘资金净流入榜单,12-08 22:49
1797,150,0,几个月前13.95的本，11.9割肉走的，现在22.65老白是真的爱我,12-08 22:47
1798,2461,9,今天下午炸板在即时卖了100手，留了10手底仓，我非常庆幸没有炸到自己，高兴的继,12-08 22:47
1799,393,1,老师们！老白干2015年6月99元，后来是慢慢跌下来，还是连续跌停几天呢？,12-08 22:42
1800,243,0,龙虎榜加股票波动异常公告，说明庄家道场已做好，坐等渔利，鉴定完毕，安心持有！,12-08 22:37
1801,2627,1,老白干酒：什么？我只是舍得酒的跟风？,12-08 22:35
1802,167,0,挺进的红三兵，冲啊,12-08 22:34
1803,191,0,我来问一下，交易所，，为何深深房股价异常没有关注函？,12-08 22:33
1804,193,0,干+,12-08 22:33
1805,4283,1,老白干酒(600559)近三个交易日录得2个涨停板，公司12月8日晚间公告称，经,12-08 22:27
1806,542,7,逢低就加仓，让割不可能，临近过年酒没一波行情？,12-08 22:27
1807,217,1,向100元挺近！干！,12-08 22:23
1808,227,1,今天这是洗了多少散户,12-08 22:21
1809,209,0,老白已经历史新高还要更高再翻翻,12-08 22:17
1810,210,2,全在唱多,12-08 22:10
1811,199,0,有三必5,12-08 22:08
1812,171,0,喝出男人味[鼓掌][鼓掌],12-08 22:06
1813,2278,0,机构“疯酒”行情继续 游资抱团锂电池产业链,12-08 22:06
1814,227,1,伊力特，新疆芧台！唯一滞涨白酒股！,12-08 22:05
1815,572,1,别在这装了，股市拿来的这么多术语，说白了就是自己也不清楚，盈亏都有理由来骗自己，,12-08 22:01
1816,13084,131,市销率超低的白酒股——老白干一、关于酒1、老白干是河北王，拥有宽广和深厚的大本营,12-08 21:51
1817,338,0,这股能比金徽酒差？他们都不慌我们慌什么？唱空的去金徽酒集合吧，别来这里搞笑！今天,12-08 21:47
1818,274,0,茅二，明天开始7连板！,12-08 21:39
1819,254,0,保守些，看看本周能不能到30块钱左右！[想一下],12-08 21:39
1820,853,9,坚定看好老白干酱香型白酒！,12-08 21:38
1821,214,0,明后天估计一波资金流出，到时候看谁是龙头,12-08 21:38
1822,6765,1,12.8 主力资金今日净流出额为158.54亿(附净流入净流出比例最大的30只股),12-08 21:37
1823,18198,17,水产板块添新题材，秋季海参价格创近八年新高！,12-08 21:37
1824,253,2,明天还会封板吗？[微笑],12-08 21:36
1825,187,0,掐指一算，明天还会涨？,12-08 21:34
1826,181,0,一只玉蝴蝶从你栖身的公厕出来走两步，哈哈哈哈哈哈,12-08 21:34
1827,449,0,林园认为，长期来看还是要研究嘴巴，离了嘴巴还真不行。过去一百年能够长寿的企业都是,12-08 21:31
1828,145,0,低开就继续拿高开先跑中线不管,12-08 21:31
1829,233,0,今天主力故意开板吸筹，诱空。估计明天要低开，还是诱空，吸筹，然后大涨,12-08 21:31
1830,167,0,明天调整买点，拿2天赚3点可以有,12-08 21:31
1831,165,0,22块干了3层仓，我也开始喝酒了，这波酒行情的核心！,12-08 21:28
1832,325,1,先上50吧,12-08 21:21
1833,411,0,明年老白干业绩会迎来爆发性增长，老牌子酒企，股价上调到150,12-08 21:14
1834,234,0,还能红几天,12-08 21:12
1835,199,0,牛,12-08 21:12
1836,521,0,老白干酒今日热门盘点,12-08 21:09
