,阅读量,回复量,新闻,日期
2682,131,0,18块多建仓，三天快到了22的节奏。[色][色],12-08 10:58
2683,155,0,草率了,12-08 10:58
2684,119,0,天冷了，喝点酒暖暖身子[害羞羞],12-08 10:56
2685,332,4,拉高出货太明显了,12-08 10:56
2686,127,0,真牛逼，我卖飞了,12-08 10:55
2687,125,0,现在这市场。。。还是回来喝酒好了,12-08 10:55
2688,431,1,加仓，目标：30元！,12-08 10:55
2689,126,0,：重仓做差价，一定要拿紧,12-08 10:55
2690,122,0,早盘说卖在5个点事最高点的出来走俩步[呲牙]，眼光太短浅,12-08 10:54
2691,122,0,来吧万手哥,12-08 10:54
2692,122,0,最低点跑了，,12-08 10:53
2693,155,1,主力在流出涨不动了[大哭],12-08 10:53
2694,122,0,依旧是喝酒一口闷,12-08 10:53
2695,122,0,有什么事情？万手大哥都来了？,12-08 10:53
2696,234,3,21.15做韭菜吗？,12-08 10:53
2697,232,2,我来看看是人疯了还是酒疯了。,12-08 10:53
2698,108,0,醉了醉了醉了,12-08 10:52
2699,141,0,现在不进等菜呢？大盘都企稳了，等破前高再追高进？不怪是韭菜命,12-08 10:51
2700,264,2,21.69买了一手，就站岗了，哈哈,12-08 10:50
2701,557,4,老白今天下午没涨停 明天继续,12-08 10:49
2702,171,1,今天涨停，都别叽叽歪歪的,12-08 10:48
2703,164,0,涨停啦,12-08 10:48
2704,125,0,要飞了[鼓掌],12-08 10:47
2705,2266,12,给你们机会跑了，主力大慈大悲，尤其是之前21元买进的那些，如果你们贪心作祟，还在,12-08 10:45
2706,130,0,快点进周末收盘会有惊喜[大笑],12-08 10:43
2707,161,0,上啦,12-08 10:41
2708,237,2,昨天20.80卖了，等17.8再接回来,12-08 10:41
2709,139,0,今天应该能有一个涨停[上涨],12-08 10:39
2710,125,0,今天不少人又被套了,12-08 10:39
2711,126,0,调整长期持有,12-08 10:39
2712,142,0,主力拉升出货，短期内不会跌，各位把握好哦,12-08 10:38
2713,134,0,酒还可以。。但是不建议追了。,12-08 10:37
2714,121,0,是不是被大盘拖累了[想一下],12-08 10:36
2715,121,0,不涨停，天天涨不停,12-08 10:32
2716,159,0,大家一定要耐心一点。不会一撮而就的。。,12-08 10:32
2717,138,0,这股票真好，稳步上行，可以到30元,12-08 10:31
2718,126,0,把不坚定的都洗出去,12-08 10:30
2719,166,0,资金承接太强，除非不计成本的砸，不然砸不下去,12-08 10:30
2720,205,0,本总品鉴老白干酒香浓郁，回味经典，是好酒。如果你错过了茅台五粮液，错过了酒鬼金徽,12-08 10:30
2721,142,0,转发,12-08 10:29
2722,142,0,又给了你们上车的机会,12-08 10:29
2723,179,0,今年最值得重仓持有的大牛,12-08 10:29
2724,151,0,盘整震荡2个月以后再涨100%,12-08 10:29
2725,174,1,今天追进来就活埋,12-08 10:28
2726,134,0,散户别在进了，必死！！！,12-08 10:23
2727,133,0,感觉是不是废了[哭],12-08 10:22
2728,150,0,前两天忍住没买，今天21.4，一买就跌。,12-08 10:22
2729,148,0,今天涨不上去了,12-08 10:18
2730,163,0,看样子又要砸到21走了走了[晕],12-08 10:15
2731,169,0,酒杀病毒？,12-08 10:15
2732,171,0,舍得成交量太小，带不起白酒板块,12-08 10:13
2733,177,0,您能买到名酒、纯粮食的、有品质的白酒好股、股价是多少？继续加仓！,12-08 10:11
2734,395,2,拉高出货[大笑][大笑][大笑],12-08 10:09
2735,375,2,老白干大牛股啊,12-08 10:08
2736,180,0,满上,12-08 10:07
2737,143,0,19.4卖飞了,12-08 10:07
2738,168,0,这周白酒不错,12-08 10:05
2739,274,1,今天能到22吗,12-08 10:04
2740,211,0,主力拉个涨停板我爱你一辈子,12-08 10:03
2741,164,0,看来差不多到头了,12-08 10:03
2742,203,0,家乡话酒销路非常好，冬天来了几乎人人每天都喝老白干酒。,12-08 09:59
2743,1049,15,绝对是拉高出货，资金都流出去一个亿了,12-08 09:59
2744,180,0,追涨杀跌 就是买股票核心技术,12-08 09:58
2745,153,0,不涨停每天几个点可能要创新高,12-08 09:58
2746,187,0,之前没上车的，别满仓吧，老白干这个位置挺危险的，可以少拿点，即使后面回调做T也能,12-08 09:57
2747,170,0,还是老白干喝的爽，还会创新高[大笑],12-08 09:57
2748,386,3,现在还能入嘛,12-08 09:56
2749,155,0,热度过了，赶紧跑,12-08 09:56
2750,194,0,酒疯耍起来,12-08 09:55
2751,182,0,刚刚追高了，现在慌的一批21.6买进,12-08 09:54
2752,163,0,21.04人民币，我记住你了，的东西，不讲股德,12-08 09:54
2753,184,0,明年可能涨到200以上吧和五粮液一样[为什么][为什么][为什么],12-08 09:53
2754,154,0,我总感觉主力还没醒呢,12-08 09:53
2755,230,0,21.5以上压力很大,12-08 09:53
2756,423,2,如果你看好茅台你就买茅台，如果你特别看好茅台那你一定要买老白干酒。懂的都懂。,12-08 09:51
2757,294,3,大家好，我来了，我来了一般下午不是跌一半就是跌停，大家小心了[得意],12-08 10:26
2758,232,2,赶紧上车,12-08 10:00
2759,251,1,今天能到22吗,12-08 09:52
2760,245,2,牛逼，后悔19.46跑了。,12-08 09:49
2761,199,0,主力意愿还不明显吗跟着啊要吃肉就要和主力同步走而不是反着,12-08 09:49
2762,174,0,下一个茅台,12-08 09:49
2763,193,0,，12元卖的[哭],12-08 09:46
2764,173,0,为什么买不了啊,12-08 09:46
2765,198,1,能涨停吗,12-08 09:45
2766,205,0,赶紧入袋为安,12-08 09:43
2767,164,0,开始放狠招，一路标红,12-08 09:43
2768,162,0,加油，兄弟们,12-08 09:43
2769,178,0,历史名酒价值30是没有问题的,12-08 09:42
2770,208,0,今年打造武陵酱酒之魁！,12-08 09:42
2771,217,0,17.85割的肉，割完你一直涨到这个点，我吐血,12-08 09:41
2772,293,0,看涨看涨$老白干酒(SH600559)$还有上升空间,12-08 09:41
2773,164,0,牛逼，虽然我没买，不过每天看他都觉得太牛逼了,12-08 09:41
2774,144,0,清香型科技,12-08 09:41
2775,207,0,老白，干！[鼓掌],12-08 09:40
2776,273,1,今天老白干怎么走势有大神的看法,12-08 09:40
2777,2258,6,老白干是否值得买，我只说三点：1.我有一个湖南的兄弟，是武陵酒的经销商，他告诉我,12-08 09:39
2778,164,0,坚持持住[大笑],12-08 09:39
2779,239,0,做了一年的无用攻，年底才找到真正的牛股一老白干…,12-08 09:39
2780,238,0,我的模拟炒股吃上了这波大肉，吐血…,12-08 09:38
2781,140,0,只敢看不敢买,12-08 09:38
2782,189,0,大兄弟姐妹们昨天有没有上，今天可以加仓继续，第二波昨天就正式开启，加油,12-08 09:37
2783,192,1,还行吧[色][得意],12-08 09:37
2784,167,0,能不能硬气点,12-08 09:37
2785,170,0,牛逼,12-08 09:35
2786,183,0,看不懂咋还涨了,12-08 09:35
2787,159,0,加油，跑高点吧,12-08 09:35
2788,161,0,牛逼,12-08 09:35
2789,137,0,诱多3000手买单,12-08 09:34
2790,161,0,一卖就涨,12-08 09:33
2791,186,0,真龙头,12-08 09:33
2792,175,0,6937302,12-08 09:32
2793,949,21,跑不跑呢,12-08 09:31
2794,170,0,看看二锅头的封单就知道酒最近会不错,12-08 09:30
2795,1284,11,茅台1737元，老白干19元，老白干旗下武陵酒出于茅台而评比三胜茅台，武陵酒50,12-08 09:30
2796,165,0,庄控稳了，竞价一动不动，要飞吗？,12-08 09:28
2797,162,0,今天还得喝酒,12-08 09:25
2798,233,2,老白加油！ 狠狠打脸,12-08 09:25
2799,151,0,冲冲冲,12-08 09:24
2800,201,0,二锅头能带动老白干嘛,12-08 09:20
2801,246,0,大豪科技收购红星二锅头，今天复盘700万的封单这是翻倍的节奏！,12-08 09:18
2802,728,4,尖顶尖底很难判断，做对的都是经验和运气,12-08 09:18
2803,621,11,我20.9进了老白干是不是很危险,12-08 09:17
2804,733,11,周五进的货，周六结婚喝白酒，这一周白酒给力拉一下大盘！莫高股份，金种子，老白干，,12-08 09:09
2805,351,4,还是过完午盘封板,12-08 09:08
2806,359,4,割肉跑了，亏4万，你可以拉了,12-08 09:08
2807,195,0,兄弟们，今天继续喝酒,12-08 08:58
2808,524,3,今天新能源车是热点，资金退出白酒转战长安东风小康,12-08 08:57
2809,219,0,满仓搞！资金抱团！风险最小！随时连续涨停的节奏！,12-08 08:50
2810,1058,4,北向砸盘白干？,12-08 08:47
2811,543,4,老白干酒12月07日获沪股通增持296.1万股,12-08 08:36
2812,1631,12,衡水老白干酒价值分析！！！！！！衡水老白干酒价值40元+湖南武陵酒价值20元+承,12-08 08:35
2813,281,1,这周整理洗盘，下个星期创新高。,12-08 08:35
2814,880,4,双头见顶，慢慢阴跌之路开启，港资嗅觉灵敏，提前出逃,12-08 08:32
2815,1008,1,老白干，我等你长大，可就在这两个月，看你营养不良，放弃了，谁知我又错了，无语，再,12-08 08:25
2816,332,0,老白干酒盘前回顾(12-07),12-08 08:21
2817,272,0,长期与五粮液同步？当不了老二，怎么也能当老三吧,12-08 08:19
2818,255,2,21的本，等解套了,12-08 08:16
2819,644,6,现在的老白干就是16年的泸州老窖和汾酒，现在只是开胃菜。[想一下],12-08 08:10
2820,405,3,哎，18块割肉的。21又买回来，真是不适合炒股呀，,12-08 08:08
2821,282,3,就是要逼散户去接盘，喝酒能开车吗？庄家很难出货是吗？,12-08 08:05
2822,547,3,周五买少了，8000股飘过，赚了7个点。,12-08 08:04
2823,557,7,大概要走半个月的回调了,12-08 08:03
2824,1399,33,21进的，我要没了[哭][哭][哭]山顶的风好大,12-08 08:02
2825,291,1,老白干大涨2天，明天金融的天下，必须拉一拉大盘，明天白酒不会很出色，可能横盘微跌,12-08 07:34
2826,256,0,做短线的。今天创新高可以走人了。做长线的50块见。,12-08 07:10
2827,181,1,今天晚上喝酒喝醉了，但是没喝老白干,12-08 05:54
2828,181,0,12月8日预计要向新高度摸一把，至于能不能站稳，大家拭目以待。,12-08 05:46
2829,554,2,我擦，大豪科技发利好了，明天白酒又是领涨,12-08 04:28
2830,113,0,转发,12-08 04:05
2831,673,5,明天大豪复牌，带领白酒继续一波上攻，接着奏乐接着舞,12-08 02:07
2832,378,4,这么多吹泡泡的明天坏菜啦！,12-08 09:15
2833,222,1,唱空的真tmd的多啊！,12-08 08:37
2834,1337,2,今天其实可以看出是有主力的，吃了很多障碍比如21，但是不拉涨停收今天这价位应该是,12-08 06:22
2835,145,1,明天创新高了,12-08 01:55
2836,488,6,兄弟们，明天怎么说？今天冲高卖了明天要不要接？,12-08 00:57
2837,406,5,关注～老白干/古越龙山/会稽山/金枫酒业/泸州老窖,12-08 00:44
2838,1114,1,其实股价都是虚的，暂时的，别太当真，只是有人炒与没人炒的区别。老白干以前站上10,12-08 00:32
2839,352,3,明天白酒板块预计调整了,12-07 23:50
2840,184,0,老白干旗下品牌值十个红星二锅头吗！,12-07 23:48
2841,233,1,20.59上了尾班车[拜神],12-07 23:46
2842,175,0,23.5左右,12-07 23:17
2843,193,0,今年老白干那都好，就是营业收入低了点，基金经理瞧不上，老白干争口气啊。,12-07 23:17
2844,497,3,这一波要创新高,12-07 23:03
2845,1299,0,目前白酒股、酱香还是名酒的企业、股价是多少？白酒文化中国从古到今、A股4千多家、,12-07 22:58
2846,165,0,转发,12-07 22:58
2847,229,0,明天起飞,12-07 22:55
2848,471,0,《关于股票买卖点》,12-07 22:54
2849,209,0,这是要带动一波起飞了，,12-07 22:50
2850,160,0,明天涨5个点,12-07 22:41
2851,172,0,连续两天放量上攻,12-07 22:36
2852,401,2,明天大豪科技来助攻,12-07 22:24
2853,1847,8,这个酒早晚上30，估算得反复振荡，洗盘，来回拉升，砸盘，消磨投资者的意志才能达到,12-07 22:24
2854,174,1,社会酒鬼多就能支撑股价,12-07 22:23
2855,3161,5,个人看法，大盘只要不破3458这个点位，喝酒就是保险的，老白干什么业绩算可以，价,12-07 22:22
2856,335,0,大豪科技重组二锅头，已公告明天复牌，老白干明天跟涨,12-07 22:20
2857,177,0,白酒龙头股再创新高价值投资深入人心,12-07 22:20
2858,214,2,下午涨停不解释，虽然我没有买,12-07 22:16
2859,195,0,明天大豪科技带领白酒板块起飞！,12-07 22:06
2860,206,0,大豪科技复派了,12-07 21:54
2861,2698,6,老白干今天走势套人啊，下午以为要涨停的结果软下来了，明天20不知能否撑住,12-07 21:45
2862,255,1,明天白酒板块耗子尾汁了,12-07 21:44
2863,207,0,明天开盘涨停吗,12-07 21:32
2864,319,0,老白干酒今日热门盘点,12-07 21:11
2865,412,1,被大盘带下来的吗。明天还可以涨吗,12-07 21:04
2866,206,0,怎么没有榜单呢？,12-07 21:01
2867,695,6,21.17买的有几个，哭了。,12-07 20:55
2868,245,0,明天开盘涨停板！韭菜炒辣椒外加“老白干”下酒～,12-07 20:48
2869,426,2,看五粮液、茅台的走势就知道白酒明天肯定要调整，看看老白干能扛得住吧。,12-07 20:41
2870,250,1,白酒板块大概率明天继续走高看好,12-07 20:41
2871,245,2,今天没涨停，先出来了，明天看情况再接,12-07 20:39
2872,208,0,历史悠久酿出好味道,12-07 20:36
2873,273,1,虽然今天6个点出了一半，大概率这波会超过前段高点，就涨两天根本无需调整。,12-07 20:28
2874,363,2,预测下明天走势，大户、超大户大幅流出，小散接盘，股价下跌3个点,12-07 20:24
2875,389,4,到21就该卖了，少赚三百多。气死了,12-07 20:22
2876,9332,8,白酒行业明朗景气，坚定推荐持续看好！,12-07 20:11
2877,210,0,有历史品牌的都过百了，看好你呦[色][得意],12-07 20:05
2878,648,6,昨天买了四万股今天涨停，主力你啥意思呀？太孝顺了吧,12-07 20:04
2879,236,1,老白干没让我失望，明天继续爬坡,12-07 19:54
2880,3258,21,老白干估值研究,12-07 19:52
2881,4129,15,大家先点我的头像看我之前发的帖子，再看我今天要说的。今天想说的只有一点：上一次老,12-07 19:46
2882,246,0,为啥别的酒股价，都是百八的，怎么就老白干才20？是酒不如别人的好喝吗？,12-07 19:42
2883,380,3,漂亮，狠狠地给我砸，国盛金控爆拉，哈哈,12-07 19:40
2884,1018,1,今天老白干有下套的嫌疑。明天若是高开建议清仓出局。（哈哈哈哈我没买，羡慕这两天上,12-07 19:40
2885,399,3,其实买了，就得耐心等待，挣钱再出，就因上周恐慌，成本20.3结果怕17.8卖出，,12-07 19:38
2886,193,0,头部这么大量堆积挺吓人,12-07 19:35
2887,277,2,大家一起为老白干而战，喝出男人味,12-07 19:33
2888,228,2,套我两个点，大哥！,12-07 19:19
2889,390,3,今天不涨停失望哦,12-07 19:17
2890,188,0,这个股主力没走多少啊，尾盘还有两个亿没走。我20.7进的,12-07 19:01
2891,144,0,这股死沉！,12-07 18:56
2892,284,0,今天老白干已经回踩5日附近明天要么缩量震荡要么继续上涨,12-07 18:44
2893,508,5,小单拉，大单出，明显出货,12-07 18:41
2894,260,1,衡水老白干，争取进30[强壮][强壮],12-07 18:11
2895,691,0,大汉朝的酒，你值得拥有！小白 是最后的最好的选择！,12-07 18:00
2896,1619,3,今天这波没涨停其实有点意外，211W8的单全吃了后面就下来了，个人感觉是后面大盘,12-07 17:52
2897,460,5,各位股友以后别买下跌中的股票,12-07 17:46
2898,368,1,周一开始连续暴涨，马上买进，年底35元！抓紧时间跑步进场！,12-07 17:43
2899,301,1,老白干老白干，今天又是白干，20.59进的，明天20.59能出吗？,12-07 17:39
2900,207,0,星期五做T入的今天七个点出，留五手底仓,12-07 17:38
2901,323,3,这公司业绩一般，见好就收,12-07 17:32
2902,452,2,不知该怎么说，我要表达的意思是，这只票的庄真[赞]。老白干将会轻松越过前高，未来,12-07 19:16
2903,264,1,又是酒足饭饱的时候，慢慢涨吧，何须非要涨停呢？我在除夕等它喜讯。,12-07 17:56
2904,324,1,应该能突破22.5元，突破后应该还会震荡向上。,12-07 17:24
2905,444,1,从13块一直拿到现在，所以说有些人一辈子都赚不了米，前两天跌得时候评论区乌烟瘴气,12-07 17:20
2906,1155,16,恭喜你们成功为港资接盘，哈哈，下周一跌开低走跌停,12-07 17:19
2907,174,0,明天自由回落,12-07 17:16
2908,623,4,21块钱的吃了，为什么最后熄火了？,12-07 17:11
2909,249,0,武陵酒就值200个亿！,12-07 17:10
2910,255,1,今天没走，明天啥样[微笑],12-07 17:07
2911,335,1,下周一跌停。不客气啦,12-07 17:07
2912,892,19,等周一来个跌停板，然后再来看看这股吧的画风，估计很有趣，哈哈,12-07 17:02
2913,207,0,尾盘卖光了，各位留下的发财,12-07 17:01
2914,214,0,龙虎榜见,12-07 17:01
2915,703,7,我今天出货完毕，祝留下的大哥发财，看我前两天帖子，再给你们一天时间唱多[呲牙],12-07 16:59
2916,217,0,临近岁末年终，先屯两箱老白干，到时要涨价了[大笑][大笑][大笑],12-07 16:55
2917,249,0,河北衡水老白干，牛。,12-07 16:53
2918,283,1,明天啊...,12-07 16:47
2919,247,0,不看空也不看多，就当存银行了，定期三年,12-07 16:44
2920,225,0,明天白酒应该回撤,12-07 16:44
2921,425,4,有人来打卡吗，我今天20.91买的，等过100的时候出。有同样想法的朋友来打卡打,12-07 16:42
2922,195,0,今天白干了[摊手],12-07 16:40
